earliest_appearance,latest_appearance,latest_area,latest_zone,pmin_median,pmax_median,pmax_99_perc,pmax_max,eia_gen_id,epa_generator_id,fitting_param_x,fitting_param_intercept,energy_source_code,prime_mover_code,operating_year,retirement_month,retirement_year,planned_operation_month,planned_operation_year,category
ercot_rt_se_20191116_H17,ercot_rt_se_20240331_H24,ERC,FWES,0.0,20.5,111.4,122.4,HILO,HILO,,,WND,WT,3.0,,,,,wind
ercot_rt_se_20170614_H18,ercot_rt_se_20240331_H24,ERC,SOUT,0.0,20.5,92.3,98.4,CHA1,CHA1,,,WND,WT,7.0,,,,,wind
ercot_rt_se_20211106_H11,ercot_rt_se_20240331_H24,ERC,NCEN,0.0,20.5,83.5,88.9,WT2,WT2,,,WND,WT,0.0,,,,,wind
ercot_rt_se_20160101_H01,ercot_rt_se_20240331_H24,ERC,SOUT,0.0,20.5,92.1,100.7,1,1,,,WND,WT,15.0,,,,,wind
ercot_rt_se_20170115_H01,ercot_rt_se_20240331_H24,ERC,NOTH,0.0,19.9,49.4,50.4,CPWF,CPWF,,,WND,WT,7.0,,,,,wind
ercot_rt_se_20160101_H01,ercot_rt_se_20240331_H24,ERC,NOTH,0.0,19.8,56.9,59.8,WEC,WEC,,,WND,WT,17.0,,,,,wind
ercot_rt_se_20221006_H01,ercot_rt_se_20240331_H24,ERC,FWES,0.0,19.7,67.9,71.4,2,2,,,WND,WT,17.0,,,,,wind
ercot_rt_se_20160101_H01,ercot_rt_se_20240331_H24,ERC,WEST,0.0,19.0,90.2,119.7,GEN1,GEN1,,,WND,WT,21.0,,,,,wind
ercot_rt_se_20201107_H01,ercot_rt_se_20240331_H24,ERC,NCEN,0.0,18.3,133.6,150.2,WTG,WTG,,,WND,WT,4.0,,,,,wind
ercot_rt_se_20170630_H19,ercot_rt_se_20240331_H24,ERC,NCEN,0.0,17.8,54.4,55.7,BWIND,BWIND,,,WND,WT,7.0,,,,,wind
ercot_rt_se_20190214_H01,ercot_rt_se_20240331_H24,ERC,FWES,0.0,17.3,75.0,82.5,NWP2,NWP2,,,WND,WT,23.0,,,,,wind
ercot_rt_se_20200916_H17,ercot_rt_se_20240331_H24,ERC,WEST,0.0,17.1,72.5,76.8,MVRCK,MVRCK,,,WND,WT,2.0,,,,,wind
ercot_rt_se_20190414_H01,ercot_rt_se_20240331_H24,ERC,NOTH,0.0,16.4,30.1,30.2,WTGS,WTGS,,,WND,WT,5.0,,,,,wind
ercot_rt_se_20160923_H18,ercot_rt_se_20240331_H24,ERC,SOUT,0.0,16.2,51.9,52.0,GEN1,GEN1,,,WND,WT,8.0,,,,,wind
ercot_rt_se_20220104_H18,ercot_rt_se_20240331_H24,ERC,NCEN,0.0,16.2,69.5,75.0,KC2,KC2,,,WND,WT,2.0,,,,,wind
ercot_rt_se_20160101_H01,ercot_rt_se_20240331_H24,ERC,WEST,0.0,15.8,132.4,150.0,WTG1,WTG1,,,WND,WT,23.0,,,,,wind
ercot_rt_se_20180802_H01,ercot_rt_se_20240331_H24,ERC,WEST,0.0,15.5,49.3,50.5,WTG1,WTG1,,,WND,WT,23.0,,,,,wind
ercot_rt_se_20160101_H01,ercot_rt_se_20240331_H24,ERC,FWES,0.0,15.3,58.0,60.0,GE,GE,,,WND,WT,15.0,,,,,wind
ercot_rt_se_20201119_H19,ercot_rt_se_20240331_H24,ERC,NCEN,0.0,15.2,54.5,54.6,WCCWF,WCCWF,,,WND,WT,3.0,,,,,wind
ercot_rt_se_20200806_H01,ercot_rt_se_20240331_H24,ERC,WEST,0.0,15.0,77.2,82.0,SW5,SW5,,,WND,WT,17.0,,,,,wind
ercot_rt_se_20160101_H01,ercot_rt_se_20240331_H24,ERC,WEST,0.0,14.8,78.3,80.0,1,1,,,WND,WT,16.0,,,,,wind
ercot_rt_se_20200504_H13,ercot_rt_se_20240331_H24,ERC,WEST,0.0,14.7,79.2,90.0,COY,COY,,,WND,WT,3.0,,,,,wind
ercot_rt_se_20160101_H01,ercot_rt_se_20240331_H24,ERC,WEST,0.0,14.5,65.4,69.6,2,2,,,WND,WT,15.0,,,,,wind
ercot_rt_se_20201116_H08,ercot_rt_se_20240331_H24,ERC,SOUT,0.0,14.5,46.5,48.0,RELOJ,RELOJ,,,WND,WT,3.0,,,,,wind
ercot_rt_se_20160101_H01,ercot_rt_se_20240331_H24,ERC,FWES,0.0,14.1,88.3,91.0,001,001,,,WND,WT,16.0,,,,,wind
ercot_rt_se_20160101_H01,ercot_rt_se_20240331_H24,ERC,FWES,0.0,13.8,67.3,82.5,01,01,,,WND,WT,23.0,,,,,wind
ercot_rt_se_20170630_H19,ercot_rt_se_20240331_H24,ERC,NCEN,0.0,13.3,43.9,44.9,BWIND,BWIND,,,WND,WT,7.0,,,,,wind
ercot_rt_se_20191003_H01,ercot_rt_se_20240331_H24,ERC,SOUT,0.0,13.2,50.3,50.4,GEN1,GEN1,,,WND,WT,8.0,,,,,wind
ercot_rt_se_20160101_H01,ercot_rt_se_20240331_H24,ERC,WEST,0.0,13.0,56.6,62.4,GEN1,GEN1,,,WND,WT,21.0,,,,,wind
ercot_rt_se_20161013_H18,ercot_rt_se_20240331_H24,ERC,SOUT,0.0,12.7,30.0,30.0,WJ21,WJ21,,,WND,WT,8.0,,,,,wind
ercot_rt_se_20160101_H01,ercot_rt_se_20240331_H24,ERC,FWES,0.0,12.6,84.9,89.0,001,001,,,WND,WT,16.0,,,,,wind
ercot_rt_se_20220104_H18,ercot_rt_se_20240331_H24,ERC,NCEN,0.0,12.6,30.0,30.2,KC1,KC1,,,WND,WT,2.0,,,,,wind
ercot_rt_se_20210915_H18,ercot_rt_se_20240331_H24,ERC,SOUT,0.0,12.5,105.2,119.8,BLKJK,BLKJK,,,WND,WT,1.0,,,,,wind
ercot_rt_se_20180802_H01,ercot_rt_se_20240331_H24,ERC,WEST,0.0,12.5,37.4,38.2,WTG1,WTG1,,,WND,WT,23.0,,,,,wind
ercot_rt_se_20160101_H01,ercot_rt_se_20240331_H24,ERC,WEST,0.0,12.3,46.8,51.0,LWG1,LWG1,,,WND,WT,15.0,,,,,wind
ercot_rt_se_20160101_H01,ercot_rt_se_20240331_H24,ERC,WEST,0.0,12.1,38.3,39.7,SW1,SW1,,,WND,WT,21.0,,,,,wind
ercot_rt_se_20160101_H01,ercot_rt_se_20240331_H24,ERC,FWES,0.0,12.0,57.9,73.8,01,01,,,WND,WT,23.0,,,,,wind
ercot_rt_se_20160101_H01,ercot_rt_se_20240331_H24,ERC,WEST,0.0,11.8,49.0,52.7,LWG2,LWG2,,,WND,WT,15.0,,,,,wind
ercot_rt_se_20160101_H01,ercot_rt_se_20240331_H24,ERC,NCEN,0.0,11.4,50.2,60.0,1,1,,,WND,WT,16.0,,,,,wind
ercot_rt_se_20191116_H17,ercot_rt_se_20240331_H24,ERC,FWES,0.0,11.3,45.3,46.0,HILO2,HILO2,,,WND,WT,3.0,,,,,wind
ercot_rt_se_20210813_H01,ercot_rt_se_20240331_H24,ERC,NOTH,0.0,11.0,41.3,41.5,ESCA,ESCA,,,WND,WT,2.0,,,,,wind
ercot_rt_se_20220104_H18,ercot_rt_se_20240331_H24,ERC,NCEN,0.0,10.9,23.7,24.0,KC2,KC2,,,WND,WT,2.0,,,,,wind
ercot_rt_se_20221218_H01,ercot_rt_se_20240331_H24,ERC,NOTH,0.0,10.7,27.7,27.7,WINER,WINER,,,WND,WT,1.0,,,,,wind
ercot_rt_se_20170526_H18,ercot_rt_se_20240331_H24,ERC,WEST,0.0,10.5,27.2,27.4,RKSP,RKSP,,,WND,WT,7.0,,,,,wind
ercot_rt_se_20231116_H21,ercot_rt_se_20240331_H24,ERC,NOTH,0.0,10.4,135.4,137.1,GOOD1,GOOD1,,,WND,WT,0.0,,,,,wind
ercot_rt_se_20211106_H11,ercot_rt_se_20240331_H24,ERC,NCEN,0.0,10.3,38.7,38.7,WT2,WT2,,,WND,WT,0.0,,,,,wind
ercot_rt_se_20210813_H01,ercot_rt_se_20240331_H24,ERC,NOTH,0.0,10.1,40.4,41.8,ESCA,ESCA,,,WND,WT,2.0,,,,,wind
ercot_rt_se_20160101_H01,ercot_rt_se_20240331_H24,ERC,WEST,0.0,10.0,29.9,33.1,SW3,SW3,,,WND,WT,19.0,,,,,wind
ercot_rt_se_20231116_H21,ercot_rt_se_20240331_H24,ERC,NOTH,0.0,10.0,98.6,112.0,GOOD1,GOOD1,,,WND,WT,0.0,,,,,wind
ercot_rt_se_20210915_H18,ercot_rt_se_20240331_H24,ERC,SOUT,0.0,9.9,98.8,114.3,BLKJK,BLKJK,,,WND,WT,1.0,,,,,wind
ercot_rt_se_20191205_H01,ercot_rt_se_20240331_H24,ERC,FWES,0.0,9.7,25.3,25.3,HILO,HILO,,,WND,WT,3.0,,,,,wind
ercot_rt_se_20200901_H17,ercot_rt_se_20240331_H24,ERC,WEST,0.0,9.6,32.4,33.5,MVRCK,MVRCK,,,WND,WT,2.0,,,,,wind
ercot_rt_se_20220228_H15,ercot_rt_se_20240331_H24,ERC,SOUT,0.0,9.4,50.3,54.0,HEL,HEL,,,WND,WT,2.0,,,,,wind
ercot_rt_se_20220224_H01,ercot_rt_se_20240331_H24,ERC,FWES,0.0,9.3,61.1,64.0,1,1,,,WND,WT,22.0,,,,,wind
ercot_rt_se_20200914_H18,ercot_rt_se_20240331_H24,ERC,WEST,0.0,9.2,36.1,36.7,AM-TX,AM-TX,,,WND,WT,4.0,,,,,wind
ercot_rt_se_20200916_H17,ercot_rt_se_20240331_H24,ERC,WEST,0.0,9.1,33.0,33.3,MVRCK,MVRCK,,,WND,WT,2.0,,,,,wind
ercot_rt_se_20160101_H01,ercot_rt_se_20240331_H24,ERC,FWES,0.0,8.3,57.8,70.6,EXIS,EXIS,,,WND,WT,23.0,,,,,wind
ercot_rt_se_20201116_H08,ercot_rt_se_20240331_H24,ERC,SOUT,0.0,8.2,45.5,55.4,RELOJ,RELOJ,,,WND,WT,3.0,,,,,wind
ercot_rt_se_20200914_H18,ercot_rt_se_20240331_H24,ERC,WEST,0.0,8.0,34.4,35.8,AM-TX,AM-TX,,,WND,WT,4.0,,,,,wind
ercot_rt_se_20201119_H19,ercot_rt_se_20240331_H24,ERC,NCEN,0.0,7.7,47.9,48.0,WCCWF,WCCWF,,,WND,WT,3.0,,,,,wind
ercot_rt_se_20181223_H01,ercot_rt_se_20240331_H24,ERC,SOUT,0.0,7.7,23.0,23.0,TWE,TWE,,,WND,WT,5.0,,,,,wind
ercot_rt_se_20210813_H01,ercot_rt_se_20240331_H24,ERC,NOTH,0.0,7.7,43.3,44.2,ESCA,ESCA,,,WND,WT,2.0,,,,,wind
ercot_rt_se_20201116_H08,ercot_rt_se_20240331_H24,ERC,SOUT,0.0,7.6,65.1,80.7,RELOJ,RELOJ,,,WND,WT,3.0,,,,,wind
ercot_rt_se_20211201_H01,ercot_rt_se_20240331_H24,ERC,NCEN,0.0,7.5,23.7,24.2,ASWWT,ASWWT,,,WND,WT,1.0,,,,,wind
ercot_rt_se_20160101_H01,ercot_rt_se_20240331_H24,ERC,FWES,0.0,7.5,57.6,79.5,EXIS,EXIS,,,WND,WT,23.0,,,,,wind
ercot_rt_se_20180802_H01,ercot_rt_se_20240331_H24,ERC,WEST,0.0,7.4,15.2,15.6,WTG1,WTG1,,,WND,WT,23.0,,,,,wind
ercot_rt_se_20201119_H19,ercot_rt_se_20240331_H24,ERC,NCEN,0.0,7.2,52.4,52.8,WCCWF,WCCWF,,,WND,WT,3.0,,,,,wind
ercot_rt_se_20191116_H17,ercot_rt_se_20240331_H24,ERC,FWES,0.0,7.2,47.1,52.0,HILO,HILO,,,WND,WT,3.0,,,,,wind
ercot_rt_se_20160101_H01,ercot_rt_se_20240331_H24,ERC,FWES,0.0,6.8,55.2,71.6,EXIS,EXIS,,,WND,WT,23.0,,,,,wind
ercot_rt_se_20160101_H01,ercot_rt_se_20240331_H24,ERC,NOTH,0.0,6.5,29.7,30.0,1,1,,,WND,WT,12.0,,,,,wind
ercot_rt_se_20160101_H01,ercot_rt_se_20240331_H24,ERC,WEST,0.0,6.5,24.7,25.9,LWG1,LWG1,,,WND,WT,15.0,,,,,wind
ercot_rt_se_20240111_H01,ercot_rt_se_20240331_H24,ERC,FWES,0.0,6.4,70.7,71.9,WPION,WPION,,,WND,WT,0.0,,,,,wind
ercot_rt_se_20220109_H01,ercot_rt_se_20240331_H24,ERC,SOUT,0.0,6.4,28.0,28.6,EEA,EEA,,,WND,WT,2.0,,,,,wind
ercot_rt_se_20211009_H01,ercot_rt_se_20240331_H24,ERC,FWES,0.0,6.2,18.6,18.6,WM001,WM001,,,WND,WT,3.0,,,,,wind
ercot_rt_se_20221102_H01,ercot_rt_se_20240331_H24,ERC,FWES,0.0,5.9,15.1,15.1,LCW1,LCW1,,,WND,WT,2.0,,,,,wind
ercot_rt_se_20180802_H01,ercot_rt_se_20240331_H24,ERC,WEST,0.0,5.8,11.9,13.8,WTG1,WTG1,,,WND,WT,23.0,,,,,wind
ercot_rt_se_20201009_H17,ercot_rt_se_20240331_H24,ERC,SOUT,0.0,5.8,23.8,24.0,LMAJ,LMAJ,,,WND,WT,3.0,,,,,wind
ercot_rt_se_20160101_H01,ercot_rt_se_20240331_H24,ERC,WEST,0.0,5.8,23.3,24.5,LWG2,LWG2,,,WND,WT,15.0,,,,,wind
ercot_rt_se_20220104_H18,ercot_rt_se_20240331_H24,ERC,NCEN,0.0,5.7,13.8,14.0,KC1,KC1,,,WND,WT,2.0,,,,,wind
ercot_rt_se_20221222_H01,ercot_rt_se_20240331_H24,ERC,FWES,0.0,5.7,13.9,13.9,WAPPA,WAPPA,,,WND,WT,2.0,,,,,wind
ercot_rt_se_20220104_H18,ercot_rt_se_20240331_H24,ERC,NCEN,0.0,5.7,24.8,25.0,KC1,KC1,,,WND,WT,2.0,,,,,wind
ercot_rt_se_20200506_H01,ercot_rt_se_20240331_H24,ERC,NOTH,0.0,5.7,21.6,22.0,CAMPO,CAMPO,,,WND,WT,4.0,,,,,wind
ercot_rt_se_20160101_H01,ercot_rt_se_20240331_H24,ERC,SOUT,0.0,5.6,18.8,19.7,GEWTG,GEWTG,,,WND,WT,9.0,,,,,wind
ercot_rt_se_20200916_H17,ercot_rt_se_20240331_H24,ERC,WEST,0.0,5.5,21.2,22.0,MVRCK,MVRCK,,,WND,WT,2.0,,,,,wind
ercot_rt_se_20200901_H17,ercot_rt_se_20240331_H24,ERC,WEST,0.0,5.4,21.4,22.2,MVRCK,MVRCK,,,WND,WT,2.0,,,,,wind
ercot_rt_se_20200915_H17,ercot_rt_se_20240331_H24,ERC,SOUT,0.0,5.1,25.0,25.2,LC,LC,,,WND,WT,3.0,,,,,wind
ercot_rt_se_20201119_H19,ercot_rt_se_20240331_H24,ERC,NCEN,0.0,5.1,18.4,36.1,WCCWF,WCCWF,,,WND,WT,3.0,,,,,wind
ercot_rt_se_20221102_H01,ercot_rt_se_20240331_H24,ERC,FWES,0.0,5.1,10.0,10.0,LCW1,LCW1,,,WND,WT,2.0,,,,,wind
ercot_rt_se_20220224_H01,ercot_rt_se_20240331_H24,ERC,FWES,0.0,5.1,60.8,63.2,1,1,,,WND,WT,22.0,,,,,wind
ercot_rt_se_20191205_H01,ercot_rt_se_20240331_H24,ERC,FWES,0.0,5.0,25.2,25.3,HILO,HILO,,,WND,WT,3.0,,,,,wind
ercot_rt_se_20211009_H01,ercot_rt_se_20240331_H24,ERC,FWES,0.0,4.8,13.9,13.9,WM001,WM001,,,WND,WT,3.0,,,,,wind
ercot_rt_se_20200916_H17,ercot_rt_se_20240331_H24,ERC,WEST,0.0,4.6,19.6,20.0,MVRCK,MVRCK,,,WND,WT,2.0,,,,,wind
ercot_rt_se_20191011_H17,ercot_rt_se_20240331_H24,ERC,NOTH,0.0,4.5,13.4,13.7,BS3,BS3,,,WND,WT,5.0,,,,,wind
ercot_rt_se_20210816_H09,ercot_rt_se_20240331_H24,ERC,NCEN,0.0,4.5,13.9,13.9,HW001,HW001,,,WND,WT,3.0,,,,,wind
ercot_rt_se_20211201_H01,ercot_rt_se_20240331_H24,ERC,NCEN,0.0,4.5,13.7,14.0,ASWWT,ASWWT,,,WND,WT,1.0,,,,,wind
ercot_rt_se_20200504_H13,ercot_rt_se_20240331_H24,ERC,WEST,0.0,4.2,26.1,26.5,COY,COY,,,WND,WT,3.0,,,,,wind
ercot_rt_se_20160101_H01,ercot_rt_se_20240331_H24,ERC,FWES,0.0,4.2,46.8,57.6,OWF,OWF,,,WND,WT,16.0,,,,,wind
ercot_rt_se_20160101_H01,ercot_rt_se_20240331_H24,ERC,WEST,0.0,4.1,16.3,17.0,SW2,SW2,,,WND,WT,19.0,,,,,wind
ercot_rt_se_20231124_H01,ercot_rt_se_20240331_H24,ERC,WEST,0.0,3.9,41.8,53.9,WT1,WT1,,,WND,WT,0.0,,,,,wind
ercot_rt_se_20160101_H01,ercot_rt_se_20240331_H24,ERC,FWES,0.0,3.7,20.7,27.0,WIND,WIND,,,WND,WT,26.0,,,,,wind
ercot_rt_se_20231209_H01,ercot_rt_se_20240331_H24,ERC,FWES,0.0,3.5,20.9,20.9,WSHAM,WSHAM,,,WND,WT,1.0,,,,,wind
ercot_rt_se_20211106_H11,ercot_rt_se_20240331_H24,ERC,NCEN,0.0,3.5,19.1,19.3,WT2,WT2,,,WND,WT,0.0,,,,,wind
ercot_rt_se_20221006_H01,ercot_rt_se_20240331_H24,ERC,FWES,0.0,3.4,14.0,14.1,2,2,,,WND,WT,17.0,,,,,wind
ercot_rt_se_20160101_H01,ercot_rt_se_20240331_H24,ERC,NOTH,0.0,3.4,120.4,132.3,GEN1,GEN1,,,WND,WT,12.0,,,,,wind
ercot_rt_se_20160101_H01,ercot_rt_se_20240331_H24,ERC,FWES,0.0,3.0,27.8,36.8,EXIS,EXIS,,,WND,WT,23.0,,,,,wind
ercot_rt_se_20200506_H01,ercot_rt_se_20240331_H24,ERC,NOTH,0.0,3.0,11.9,12.0,CAMPO,CAMPO,,,WND,WT,4.0,,,,,wind
ercot_rt_se_20200811_H17,ercot_rt_se_20240331_H24,ERC,WEST,0.0,2.5,10.6,11.1,MVRCK,MVRCK,,,WND,WT,2.0,,,,,wind
ercot_rt_se_20220224_H01,ercot_rt_se_20240331_H24,ERC,FWES,0.0,2.5,20.4,23.7,1,1,,,WND,WT,22.0,,,,,wind
ercot_rt_se_20181221_H17,ercot_rt_se_20240331_H24,ERC,NOTH,0.0,2.2,6.9,6.9,BSII,BSII,,,WND,WT,5.0,,,,,wind
ercot_rt_se_20210816_H09,ercot_rt_se_20240331_H24,ERC,NCEN,0.0,1.9,7.0,7.0,HW001,HW001,,,WND,WT,3.0,,,,,wind
ercot_rt_se_20200506_H01,ercot_rt_se_20240331_H24,ERC,NOTH,0.0,1.4,7.1,7.2,CAMPO,CAMPO,,,WND,WT,4.0,,,,,wind
ercot_rt_se_20201116_H08,ercot_rt_se_20240331_H24,ERC,SOUT,0.0,1.3,19.1,22.8,RELOJ,RELOJ,,,WND,WT,3.0,,,,,wind
ercot_rt_se_20201119_H19,ercot_rt_se_20240331_H24,ERC,NCEN,0.0,1.2,6.3,6.3,WCCWF,WCCWF,,,WND,WT,3.0,,,,,wind
ercot_rt_se_20220224_H01,ercot_rt_se_20240331_H24,ERC,FWES,0.0,1.0,13.1,14.7,1,1,,,WND,WT,22.0,,,,,wind
ercot_rt_se_20160101_H01,ercot_rt_se_20231227_H07,ERC,WEST,0.0,0.8,206.4,213.0,1,1,,,WND,WT,19.0,,,,,wind
ercot_rt_se_20160101_H01,ercot_rt_se_20240331_H24,ERC,FWES,0.0,0.7,5.0,6.5,WIND,WIND,,,WND,WT,26.0,,,,,wind
ercot_rt_se_20231124_H01,ercot_rt_se_20240331_H24,ERC,WEST,0.0,0.0,5.0,11.3,WT1,WT1,,,WND,WT,0.0,,,,,wind
ercot_rt_se_20231124_H01,ercot_rt_se_20240331_H24,ERC,WEST,0.0,0.0,45.0,54.9,WT1,WT1,,,WND,WT,0.0,,,,,wind
ercot_rt_se_20231124_H01,ercot_rt_se_20240331_H24,ERC,WEST,0.0,0.0,5.0,14.1,WT1,WT1,,,WND,WT,0.0,,,,,wind
ercot_rt_se_20231124_H01,ercot_rt_se_20240331_H24,ERC,WEST,0.0,0.0,49.5,58.1,WT1,WT1,,,WND,WT,0.0,,,,,wind
ercot_rt_se_20231124_H01,ercot_rt_se_20240331_H24,ERC,WEST,0.0,0.0,2.5,2.5,WT1,WT1,,,WND,WT,0.0,,,,,wind
ercot_rt_se_20180720_H01,ercot_rt_se_20240331_H24,ERC,WEST,0.0,0.0,0.0,0.0,WT1,WT1,,,WND,WT,6.0,,,,,wind
ercot_rt_se_20221006_H01,ercot_rt_se_20240331_H24,ERC,FWES,0.0,0.0,1.2,4.0,2,2,,,WND,WT,17.0,,,,,wind
ercot_rt_se_20211106_H11,ercot_rt_se_20240331_H24,ERC,NCEN,0.0,0.0,15.8,16.0,WT2,WT2,,,WND,WT,0.0,,,,,wind
ercot_rt_se_20221013_H01,ercot_rt_se_20240331_H24,ERC,SOUT,0.0,0.0,51.9,103.2,ELSAU,ELSAU,,,WND,WT,,,,6.0,2024.0,wind
ercot_rt_se_20221013_H01,ercot_rt_se_20240331_H24,ERC,SOUT,0.0,0.0,57.7,129.8,ELSAU,ELSAU,,,WND,WT,,,,6.0,2024.0,wind
